id,created_at,text
888158928596484097,2017-07-20 22:09:24,"In our country, you may stay in jail even if you didn't commit a crime - just because you can't make bail. We need to fix that. #BailReform"
888099553345392640,2017-07-20 18:13:28,Our bail system is broken. @SenKamalaHarris &amp; @RandPaul have a nonpartisan plan to fix it. #BailReform https://t.co/0t3XKdZmV8
888098767466921985,2017-07-20 18:10:20,@510Est1984 @oaklandpoliceca @Oakland Please be more specific. Email Officeofthemayor@oaklandnet (dot) com if you n… https://t.co/yjo63nI8lJ
888097729947119616,2017-07-20 18:06:13,"RT @PeraltaColleges: SUPER SATURDAY ENROLLMENT - AUG. 5TH &amp; 12TH
Get answers/help about 
• Registration
• Application process
• Financial A…"
887083569780113408,2017-07-17 22:56:18,"There is currently a $100,000 Total Reward for Information about the two San Pablo Avenue Fires https://t.co/KV4teeCgYV"
887079659598356480,2017-07-17 22:40:46,Congrats to the @nollsoll Senior All-Star Team for winning the D2 Championship! Best of luck at the Western Regionals! #RootedInOakland
886739872815370240,2017-07-17 00:10:35,RT @Athletics: Salute the sweep. #RootedInOakland https://t.co/iaU1wofEmZ
885269113718751232,2017-07-12 22:46:18,"RT @citiesforaction: FACT CHECK: @jeffsessions bogus sanctuary city stats = fake news debunked by study's author https://t.co/EifhfFC2jO
ht…"
885263588834689024,2017-07-12 22:24:21,"RT @MichelleObama: Happy Birthday, @Malala! Your courage inspires us all to keep fighting for girls everywhere to get the education they de…"
885263345607073792,2017-07-12 22:23:23,RT @soundsculptress: 7/21 5pm @MalongaArt Open House! Special Appearance by @soundsculptress! @LibbySchaaf @SocialInOakland @eastbay365 htt…
885262248276393985,2017-07-12 22:19:02,"@sanagkmel Thank You! I always enjoy talking about #Oakland youth + their education, tackling big challenges &amp; crea… https://t.co/viCcxcBmnP"
885207403465121792,2017-07-12 18:41:06,@UACamps Thanks for visiting @oakland City Hall! I'm sorry to have missed you all this morning. Enjoy the rest of y… https://t.co/Q0oCwtVHB0
885008751970963457,2017-07-12 05:31:43,"RT @akintundeahmad: This Saturday at EOYDC. Anybody needing SAT Prep come by, it's FREE! Hosted by myself and @aston_martin12 ! @eoydc @rhy…"
884999212156551168,2017-07-12 04:53:49,RT @Benioff: We are thrilled to support kids of Oakland with 300 paid jobs for the summer. Thank you @LibbySchaaf for inspiring summer yout…
884999149581717505,2017-07-12 04:53:34,"RT @Athletics: Dear @YonderalonsoU,
You made Oakland and Miami VERY proud tonight. 
See you when you're back in Oakland. 
#AlonsoGood https…"
884876407595163648,2017-07-11 20:45:50,RT @UCSFBenioffOAK: @LibbySchaaf announces Lynne &amp; Marc @Benioff contribution for 300 summer jobs for #Oaklandyouth @MikeAndersonMD #Future…
884852560330276864,2017-07-11 19:11:04,Earn and Learn! Thank you to Lynne and Mark @Benioff for their generosity and desire to see young people expand the… https://t.co/bJmF1GW10M
884822273185636352,2017-07-11 17:10:43,"Today I announced that 300 jobs for Oakland youth are NOW available, bringing our summer total to 2000 jobs! Email:… https://t.co/X8CbcOQioL"
884578994997280768,2017-07-11 01:04:01,RT @LPFI: #SMASHAcademy definitely goes beyond academics! Thank you Mayor @LibbySchaaf for visiting &amp; supporting #SMASHBerkeley! https://t.…
884578080236294144,2017-07-11 01:00:23,RT @LPFI: Welcome to #SMASHBerkeley Mayor @LibbySchaaf! #SMASHAcademy https://t.co/dqWoWvsQwH
883897336476258305,2017-07-09 03:55:21,"Following two media briefings on the fire today at the scene, residents and interested parties seeking updates should call 510-238-2181."
883893975433728000,2017-07-09 03:42:00,The crane at the site of the fire has been safely brought down. Specific properties deemed safe from risk will be b… https://t.co/g6XLQEJaWu
883393102349713408,2017-07-07 18:31:42,Media Briefing on this morning's fire to begin shortly.at 23rd and Webster.
883369824927203328,2017-07-07 16:59:13,"Tomorrow join #MobileMayor @LenasSoulFood Cafe on High Street.Bi-lingual staff will support with immigration, youth jobs, housing 10a to 1p!"
883015804517728256,2017-07-06 17:32:28,"#CapandTrade funding the Lakehouse Connections Project: 91 affordable housing units, and new bus, bike and pedestrian networks #ExtendItNow"
882803751043477504,2017-07-06 03:29:50,"With #CapandTrade funding, preserving affordable housing, building bike lanes, and buying a new hybrid bus in Oakland #ExtendItNow"
882803513415221249,2017-07-06 03:28:53,Congratulations Sasha! https://t.co/yGrvwK0U62
882758548072968192,2017-07-06 00:30:13,#CapandTrade funds being used to build 110 units of mixed-income housing near Coliseum BART in Oakland. #ExtendItNow @CalSGC @Govpressoffice
